State,Year,Group_Name,Sub_Group,Acquitted,Withdrawn,Arrested,Chargesheeted,Convicted,Released_Before_Trial,Trial_Completed,Persons_Under_Trial_At_Year_Beginning,Total_Persons_Under_Trial,High_Crime_Area
Daman & Diu,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Delhi,2006,Sexual harassment,05. Sexual Harassment,144,0,163,41,33,27,177,664,705,True
Goa,2006,Sexual harassment,05. Sexual Harassment,3,2,6,6,0,0,3,25,31,False
Gujarat,2006,Sexual harassment,05. Sexual Harassment,55,3,143,139,19,0,74,1138,1277,True
Haryana,2006,Sexual harassment,05. Sexual Harassment,97,0,584,581,384,0,481,1108,1689,True
Himachal Pradesh,2006,Sexual harassment,05. Sexual Harassment,19,3,34,35,5,0,24,149,184,True
Jammu & Kashmir,2006,Sexual harassment,05. Sexual Harassment,229,3,469,469,119,0,348,1240,1709,True
Jharkhand,2006,Sexual harassment,05. Sexual Harassment,11,6,33,66,5,0,16,154,220,True
Karnataka,2006,Sexual harassment,05. Sexual Harassment,32,5,42,40,7,3,39,100,140,True
Kerala,2006,Sexual harassment,05. Sexual Harassment,110,8,230,220,19,0,129,398,618,True
Lakshadweep,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2006,Sexual harassment,05. Sexual Harassment,372,226,970,973,467,0,839,3039,4012,True
Maharashtra,2006,Sexual harassment,05. Sexual Harassment,473,125,1195,1188,43,3,516,8342,9530,True
Manipur,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Meghalaya,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,1,False
Mizoram,2006,Sexual harassment,05. Sexual Harassment,0,0,0,3,3,0,3,1,4,False
Nagaland,2006,Sexual harassment,05. Sexual Harassment,0,0,2,2,2,0,2,0,2,False
Odisha,2006,Sexual harassment,05. Sexual Harassment,190,0,311,306,20,0,210,1056,1362,True
Puducherry,2006,Sexual harassment,05. Sexual Harassment,6,7,70,70,9,0,15,53,123,True
Punjab,2006,Sexual harassment,05. Sexual Harassment,73,0,75,63,29,3,102,125,188,True
Rajasthan,2006,Sexual harassment,05. Sexual Harassment,13,5,33,33,16,0,29,125,158,True
Sikkim,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2006,Sexual harassment,05. Sexual Harassment,378,0,857,838,348,0,726,929,1767,True
Tripura,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Uttar Pradesh,2006,Sexual harassment,05. Sexual Harassment,915,111,3852,3825,2312,55,3227,9085,12910,True
Uttarakhand,2006,Sexual harassment,05. Sexual Harassment,33,103,186,185,94,0,127,564,749,True
West Bengal,2006,Sexual harassment,05. Sexual Harassment,80,3,76,55,20,9,100,124,179,True
Andaman & Nicobar Islands,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,18,18,False
Andhra Pradesh,2007,Sexual harassment,05. Sexual Harassment,1455,697,3614,3654,964,90,2419,2861,6515,True
Arunachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,0,0,5,6,0,0,0,7,13,False
Assam,2007,Sexual harassment,05. Sexual Harassment,14,0,16,7,2,6,16,16,23,True
Bihar,2007,Sexual harassment,05. Sexual Harassment,16,0,19,18,2,5,18,63,81,True
Chandigarh,2007,Sexual harassment,05. Sexual Harassment,13,0,15,10,0,3,13,69,79,True
Chhattisgarh,2007,Sexual harassment,05. Sexual Harassment,57,36,129,130,30,0,87,551,681,True
Dadra & Nagar Haveli,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,2,2,False
Daman & Diu,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Delhi,2007,Sexual harassment,05. Sexual Harassment,151,0,181,179,48,18,199,528,707,True
Goa,2007,Sexual harassment,05. Sexual Harassment,7,0,6,8,1,0,8,26,34,False
Gujarat,2007,Sexual harassment,05. Sexual Harassment,73,5,179,157,9,0,82,1200,1357,True
Haryana,2007,Sexual harassment,05. Sexual Harassment,164,0,576,575,269,0,433,1208,1783,True
Himachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,22,2,12,8,1,0,23,157,165,True
Jammu & Kashmir,2007,Sexual harassment,05. Sexual Harassment,176,6,465,466,117,0,293,1358,1824,True
Jharkhand,2007,Sexual harassment,05. Sexual Harassment,142,0,23,24,0,0,142,198,222,True
Karnataka,2007,Sexual harassment,05. Sexual Harassment,25,6,44,40,9,0,34,96,136,True
Kerala,2007,Sexual harassment,05. Sexual Harassment,117,15,281,284,16,0,133,481,765,True
Lakshadweep,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2007,Sexual harassment,05. Sexual Harassment,392,356,1104,1104,455,0,847,2947,4051,True
Maharashtra,2007,Sexual harassment,05. Sexual Harassment,584,101,1291,1242,33,2,617,8889,10131,True
Manipur,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Meghalaya,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,1,False
Mizoram,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,1,1,False
Nagaland,2007,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,0,1,False
Odisha,2007,Sexual harassment,05. Sexual Harassment,141,0,317,315,24,0,165,1152,1467,True
Puducherry,2007,Sexual harassment,05. Sexual Harassment,9,13,52,52,23,0,32,101,153,True
Punjab,2007,Sexual harassment,05. Sexual Harassment,18,0,59,62,21,6,39,86,148,True
Rajasthan,2007,Sexual harassment,05. Sexual Harassment,15,6,34,34,15,0,30,124,158,True
Sikkim,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Tamil Nadu,2007,Sexual harassment,05. Sexual Harassment,420,0,931,921,333,1,753,1041,1962,True
Tripura,2007,Sexual harassment,05. Sexual Harassment,1,0,4,4,0,0,1,0,4,False
Uttar Pradesh,2007,Sexual harassment,05. Sexual Harassment,1202,259,4149,4124,2301,36,3503,9572,13696,True
Uttarakhand,2007,Sexual harassment,05. Sexual Harassment,6,79,128,123,62,2,68,519,642,True
West Bengal,2007,Sexual harassment,05. Sexual Harassment,61,6,118,98,26,16,87,76,174,True
Andaman & Nicobar Islands,2008,Sexual harassment,05. Sexual Harassment,0,0,4,2,0,0,0,18,20,False
Andhra Pradesh,2008,Sexual harassment,05. Sexual Harassment,1659,614,3240,3260,636,33,2295,3399,6659,True
Arunachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,0,0,1,1,0,0,0,13,14,False
Assam,2008,Sexual harassment,05. Sexual Harassment,1,0,2,2,0,0,1,7,9,False
Bihar,2008,Sexual harassment,05. Sexual Harassment,4,0,30,28,3,0,7,63,91,True
Chandigarh,2008,Sexual harassment,05. Sexual Harassment,1,0,3,7,6,0,7,66,73,False
Chhattisgarh,2008,Sexual harassment,05. Sexual Harassment,48,26,165,162,40,0,88,558,720,True
Dadra & Nagar Haveli,2008,Sexual harassment,05. Sexual Harassment,1,0,0,0,0,0,1,2,2,False
Daman & Diu,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Delhi,2008,Sexual harassment,05. Sexual Harassment,99,0,141,163,68,4,167,508,671,True
Goa,2008,Sexual harassment,05. Sexual Harassment,4,1,12,8,0,1,4,26,34,True
Gujarat,2008,Sexual harassment,05. Sexual Harassment,129,4,161,181,12,0,141,1270,1451,True
Haryana,2008,Sexual harassment,05. Sexual Harassment,145,1,731,716,451,0,596,1350,2066,True
Himachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,14,3,55,45,8,0,22,140,185,True
Jammu & Kashmir,2008,Sexual harassment,05. Sexual Harassment,140,7,401,400,96,0,236,1525,1925,True
Jharkhand,2008,Sexual harassment,05. Sexual Harassment,82,0,63,55,1,0,83,80,135,True
Karnataka,2008,Sexual harassment,05. Sexual Harassment,33,8,38,41,10,0,43,97,138,True
Kerala,2008,Sexual harassment,05. Sexual Harassment,104,20,302,293,46,0,150,617,910,True
Lakshadweep,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
Madhya Pradesh,2008,Sexual harassment,05. Sexual Harassment,539,238,958,956,452,0,991,2848,3804,True
Maharashtra,2008,Sexual harassment,05. Sexual Harassment,673,131,1352,1351,76,0,749,9413,10764,True
Manipur,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,False
